,0
NssBe,0.0
NssssBe,0.0
NssBH,0.0
NsssB,136.19980342730074
NssssB,0.0
NsCH3,484.1886116991581
NdCH2,484.1886116991581
NssCH2,484.1886116991581
NtCH,484.1886116991581
NdsCH,484.1886116991581
NaaCH,484.1886116991581
NsssCH,484.1886116991581
NddC,484.1886116991581
NtsC,484.1886116991581
NdssC,484.1886116991581
NaasC,484.1886116991581
NaaaC,484.1886116991581
NssssC,484.1886116991581
NsNH3,0.0
NsNH2,484.1886116991581
NssNH2,0.0
NdNH,484.1886116991581
NssNH,484.1886116991581
NaaNH,484.1886116991581
NtN,484.1886116991581
NsssNH,0.0
NdsN,484.1886116991581
NaaN,484.1886116991581
NsssN,484.1886116991581
NddsN,484.1886116991581
NaasN,484.1886116991581
NssssN,484.1886116991581
NsOH,484.1886116991581
NdO,484.1886116991581
NssO,484.1886116991581
NaaO,484.1886116991581
NsF,484.1886116991581
NsSiH3,0.0
NssSiH2,0.0
NsssSiH,0.0
NssssSi,484.1886116991581
NsPH2,0.0
NssPH,0.0
NsssP,484.1886116991581
NdsssP,484.1886116991581
NsssssP,0.0
NsSH,484.1886116991581
NdS,484.1886116991581
NssS,484.1886116991581
NaaS,484.1886116991581
NdssS,484.1886116991581
NddssS,484.1886116991581
NsCl,484.1886116991581
NsGeH3,0.0
NssGeH2,0.0
